date,title,artist,rank,peakPos,lastPos,isNew,weeks
2025-01-04,All I Want For Christmas Is You,Mariah Carey,1,1,1,False,71
2025-01-04,Rockin' Around The Christmas Tree,Brenda Lee,2,1,2,False,64
2025-01-04,Last Christmas,Wham!,3,3,3,False,45
2025-01-04,Jingle Bell Rock,Bobby Helms,4,3,4,False,61
2025-01-04,Santa Tell Me,Ariana Grande,5,5,9,False,29
2025-01-04,A Holly Jolly Christmas,Burl Ives,6,4,5,False,45
2025-01-04,It's The Most Wonderful Time Of The Year,Andy Williams,7,5,7,False,45
2025-01-04,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,8,7,8,False,36
2025-01-04,Underneath The Tree,Kelly Clarkson,9,9,10,False,32
2025-01-04,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",10,9,14,False,49
2025-01-04,Feliz Navidad,Jose Feliciano,11,6,16,False,37
2025-01-04,It's Beginning To Look A Lot Like Christmas,Michael Buble,12,12,15,False,24
2025-01-04,Sleigh Ride,The Ronettes,13,8,17,False,33
2025-01-04,Run Rudolph Run,Chuck Berry,14,10,21,False,26
2025-01-04,Christmas (Baby Please Come Home),Darlene Love,15,15,23,False,26
2025-01-04,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,16,12,24,False,27
2025-01-04,Die With A Smile,Lady Gaga & Bruno Mars,17,2,6,False,19
2025-01-04,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,18,16,27,False,18
2025-01-04,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,19,12,28,False,39
2025-01-04,Deck The Halls,Nat King Cole,20,16,31,False,17
2025-01-04,Blue Christmas,Elvis Presley,21,18,36,False,16
2025-01-04,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,22,20,37,False,12
2025-01-04,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,23,21,35,False,24
2025-01-04,A Bar Song (Tipsy),Shaboozey,24,1,13,False,37
2025-01-04,Little Saint Nick,The Beach Boys,25,25,43,False,11
2025-01-04,Wonderful Christmastime,Paul McCartney,26,26,39,False,16
2025-01-04,Luther,Kendrick Lamar & SZA,27,3,11,False,5
2025-01-04,Birds Of A Feather,Billie Eilish,28,2,18,False,32
2025-01-04,Please Come Home For Christmas,Eagles,29,18,49,False,17
2025-01-04,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,30,16,48,False,29
2025-01-04,Christmastime Is Here,Vince Guaraldi Trio,31,31,46,False,7
2025-01-04,TV Off,Kendrick Lamar Featuring Lefty Gunplay,32,2,12,False,5
2025-01-04,That's So True,Gracie Abrams,33,6,19,False,10
2025-01-04,APT.,ROSE & Bruno Mars,34,8,22,False,10
2025-01-04,This Christmas,Donny Hathaway,35,34,0,False,6
2025-01-04,Baby It's Cold Outside,Dean Martin,36,36,0,False,2
2025-01-04,Holly Jolly Christmas,Michael Buble,37,37,0,True,1
2025-01-04,Merry Christmas,Ed Sheeran & Elton John,38,38,0,False,8
2025-01-04,Like It's Christmas,Jonas Brothers,39,39,50,False,9
2025-01-04,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,40,31,0,False,13
2025-01-04,Taste,Sabrina Carpenter,41,2,26,False,18
2025-01-04,Mistletoe,Justin Bieber,42,11,0,False,14
2025-01-04,Snowman,Sia,43,43,0,True,1
2025-01-04,Squabble Up,Kendrick Lamar,44,1,20,False,5
2025-01-04,30 For 30,SZA With Kendrick Lamar,45,45,0,True,1
2025-01-04,Espresso,Sabrina Carpenter,46,3,30,False,37
2025-01-04,I Had Some Help,Post Malone Featuring Morgan Wallen,47,1,29,False,33
2025-01-04,Winter Wonderland,Darlene Love,48,48,0,True,1
2025-01-04,Happy Holiday / The Holiday Season,Andy Williams,49,18,0,False,21
2025-01-04,You Make It Feel Like Christmas,Gwen Stefani Featuring Blake Shelton,50,50,0,True,1
2025-01-04,Timeless,The Weeknd & Playboi Carti,51,3,32,False,13
2025-01-04,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",52,10,34,False,9
2025-01-04,Love Somebody,Morgan Wallen,53,1,38,False,10
2025-01-04,Whatchu Kno About Me,GloRilla & Sexyy Red,54,17,45,False,11
2025-01-04,BMF,SZA,55,55,0,True,1
2025-01-04,Christmas Magic,Laufey,56,56,67,False,4
2025-01-04,High Road,Koe Wetzel & Jessie Murph,57,22,51,False,29
2025-01-04,Sailor Song,Gigi Perez,58,22,52,False,19
2025-01-04,Drive,SZA,59,59,0,True,1
2025-01-04,Bed Chem,Sabrina Carpenter,60,14,55,False,18
2025-01-04,Messy,Lola Young,61,54,54,False,4
2025-01-04,Diamond Boy (DTM),SZA,62,62,0,True,1
2025-01-04,Scorsese Baby Daddy,SZA,63,63,0,True,1
2025-01-04,What Do I Do,SZA,64,64,0,True,1
2025-01-04,Wind Up Missin' You,Tucker Wetmore,65,40,58,False,39
2025-01-04,Like Him,"Tyler, The Creator Featuring Lola Young",66,29,56,False,9
2025-01-04,Pink Pony Club,Chappell Roan,67,26,62,False,28
2025-01-04,Tu Boda,Oscar Maydon & Fuerza Regida,68,22,61,False,10
2025-01-04,No More Hiding,SZA,69,69,0,True,1
2025-01-04,Crybaby,SZA,70,70,0,True,1
2025-01-04,Kitchen,SZA,71,71,0,True,1
2025-01-04,I Never Lie,Zach Top,72,58,66,False,14
2025-01-04,Another Life,SZA,73,73,0,True,1
2025-01-04,No One Noticed,The Marias,74,22,64,False,13
2025-01-04,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,75,44,59,False,5
2025-01-04,It's Ok I'm Ok,Tate McRae,76,20,68,False,15
2025-01-04,Indigo,Sam Barber Featuring Avery Anna,77,65,65,False,3
2025-01-04,Run Rudolph Run,Mark Ambor,78,78,0,True,1
2025-01-04,Love Me 4 Me,SZA,79,79,0,True,1
2025-01-04,Chill Baby,SZA,80,80,0,True,1
2025-01-04,My Turn,SZA,81,81,0,True,1
2025-01-04,Hey Now,Kendrick Lamar Featuring Dody6,82,5,60,False,5
2025-01-04,Que Pasaria...,Rauw Alejandro & Bad Bunny,83,34,69,False,6
2025-01-04,Liar,Jelly Roll,84,62,74,False,13
2025-01-04,Residuals,Chris Brown,85,59,82,False,17
2025-01-04,Help Me,Real Boston Richey,86,47,79,False,23
2025-01-04,I'm Gonna Love You,Cody Johnson & Carrie Underwood,87,42,76,False,13
2025-01-04,Holiday Road,Kesha,88,88,0,True,1
2025-01-04,Santa Baby,Laufey,89,89,0,True,1
2025-01-04,Wacced Out Murals,Kendrick Lamar,90,4,63,False,5
2025-01-04,Dancing In The Flames,The Weeknd,91,14,81,False,15
2025-01-04,Empty Out Your Pockets,Juice WRLD,92,56,72,False,4
2025-01-04,Heart Of A Woman,Summer Walker,93,57,83,False,9
2025-01-04,4x4xU,Lainey Wilson,94,75,75,False,7
2025-01-04,Good News,Shaboozey,95,71,77,False,5
2025-01-04,Dos Dias,Tito Double P & Peso Pluma,96,51,88,False,16
2025-01-04,25,Rod Wave,97,16,94,False,11
2025-01-04,Popular,Ariana Grande,98,53,73,False,5
2025-01-04,Think I'm In Love With You,Chris Stapleton,99,49,89,False,34
2025-01-04,Peekaboo,Kendrick Lamar Featuring AzChike,100,13,71,False,5
2025-01-11,Die With A Smile,Lady Gaga & Bruno Mars,1,1,17,False,20
2025-01-11,A Bar Song (Tipsy),Shaboozey,2,1,24,False,38
2025-01-11,Birds Of A Feather,Billie Eilish,3,2,28,False,33
2025-01-11,Lose Control,Teddy Swims,4,1,0,False,72
2025-01-11,APT.,ROSE & Bruno Mars,5,5,34,False,11
2025-01-11,That's So True,Gracie Abrams,6,6,33,False,11
2025-01-11,Luther,Kendrick Lamar & SZA,7,3,27,False,6
2025-01-11,I Had Some Help,Post Malone Featuring Morgan Wallen,8,1,47,False,34
2025-01-11,Espresso,Sabrina Carpenter,9,3,46,False,38
2025-01-11,Taste,Sabrina Carpenter,10,2,41,False,19
2025-01-11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,11,2,32,False,6
2025-01-11,Beautiful Things,Benson Boone,12,2,0,False,49
2025-01-11,Love Somebody,Morgan Wallen,13,1,53,False,11
2025-01-11,Too Sweet,Hozier,14,1,0,False,40
2025-01-11,Timeless,The Weeknd & Playboi Carti,15,3,51,False,14
2025-01-11,Squabble Up,Kendrick Lamar,16,1,44,False,6
2025-01-11,"Good Luck, Babe!",Chappell Roan,17,4,0,False,38
2025-01-11,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",18,10,52,False,10
2025-01-11,Stargazing,Myles Smith,19,19,0,False,33
2025-01-11,Not Like Us,Kendrick Lamar,20,1,0,False,34
2025-01-11,Whatchu Kno About Me,GloRilla & Sexyy Red,21,17,54,False,12
2025-01-11,30 For 30,SZA With Kendrick Lamar,22,22,45,False,2
2025-01-11,High Road,Koe Wetzel & Jessie Murph,23,22,57,False,30
2025-01-11,Who,Jimin,24,12,0,False,23
2025-01-11,Messy,Lola Young,25,25,61,False,5
2025-01-11,Please Please Please,Sabrina Carpenter,26,1,0,False,28
2025-01-11,Smile,Morgan Wallen,27,27,0,True,1
2025-01-11,I Am Not Okay,Jelly Roll,28,14,0,False,28
2025-01-11,BMF,SZA,29,29,55,False,2
2025-01-11,Million Dollar Baby,Tommy Richman,30,2,0,False,32
2025-01-11,Wind Up Missin' You,Tucker Wetmore,31,31,65,False,40
2025-01-11,Bed Chem,Sabrina Carpenter,32,14,60,False,19
2025-01-11,Sailor Song,Gigi Perez,33,22,58,False,20
2025-01-11,Lies Lies Lies,Morgan Wallen,34,7,0,False,22
2025-01-11,Wildflower,Billie Eilish,35,17,0,False,29
2025-01-11,Pink Pony Club,Chappell Roan,36,26,67,False,29
2025-01-11,Like Him,"Tyler, The Creator Featuring Lola Young",37,29,66,False,10
2025-01-11,I Never Lie,Zach Top,38,38,72,False,15
2025-01-11,Liar,Jelly Roll,39,39,84,False,14
2025-01-11,I'm Gonna Love You,Cody Johnson & Carrie Underwood,40,40,87,False,14
2025-01-11,Scorsese Baby Daddy,SZA,41,41,63,False,2
2025-01-11,Tu Boda,Oscar Maydon & Fuerza Regida,42,22,68,False,11
2025-01-11,"I Love You, I'm Sorry",Gracie Abrams,43,19,0,False,21
2025-01-11,It's Ok I'm Ok,Tate McRae,44,20,76,False,16
2025-01-11,4x4xU,Lainey Wilson,45,45,94,False,8
2025-01-11,No One Noticed,The Marias,46,22,74,False,14
2025-01-11,Good News,Shaboozey,47,47,95,False,6
2025-01-11,Indigo,Sam Barber Featuring Avery Anna,48,48,77,False,4
2025-01-11,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,49,44,75,False,6
2025-01-11,Loco,Neton Vega,50,50,0,True,1
2025-01-11,Drive,SZA,51,51,59,False,2
2025-01-11,Que Pasaria...,Rauw Alejandro & Bad Bunny,52,34,83,False,7
2025-01-11,Think I'm In Love With You,Chris Stapleton,53,49,99,False,35
2025-01-11,Guy For That,Post Malone Featuring Luke Combs,54,17,0,False,20
2025-01-11,Dancing In The Flames,The Weeknd,55,14,91,False,16
2025-01-11,Hey Now,Kendrick Lamar Featuring Dody6,56,5,82,False,6
2025-01-11,Help Me,Real Boston Richey,57,47,86,False,24
2025-01-11,Residuals,Chris Brown,58,58,85,False,18
2025-01-11,Am I Okay?,Megan Moroney,59,59,0,False,17
2025-01-11,Diamond Boy (DTM),SZA,60,60,62,False,2
2025-01-11,I Ain't Sayin',Jordan Davis,61,61,0,False,2
2025-01-11,What Do I Do,SZA,62,62,64,False,2
2025-01-11,Heart Of A Woman,Summer Walker,63,57,93,False,10
2025-01-11,Another Life,SZA,64,64,73,False,2
2025-01-11,Bad Dreams,Teddy Swims,65,65,0,False,5
2025-01-11,No Pole,Don Toliver,66,66,0,False,9
2025-01-11,Empty Out Your Pockets,Juice WRLD,67,56,92,False,5
2025-01-11,Dos Dias,Tito Double P & Peso Pluma,68,51,96,False,17
2025-01-11,Close To You,Gracie Abrams,69,49,0,False,20
2025-01-11,Popular,Ariana Grande,70,53,98,False,6
2025-01-11,Crybaby,SZA,71,70,70,False,2
2025-01-11,Wacced Out Murals,Kendrick Lamar,72,4,90,False,6
2025-01-11,Diet Pepsi,Addison Rae,73,54,0,False,14
2025-01-11,Apple,Charli xcx,74,51,0,False,20
2025-01-11,Boys Back Home,Dylan Marlowe & Dylan Scott,75,75,0,True,1
2025-01-11,25,Rod Wave,76,16,97,False,12
2025-01-11,Kitchen,SZA,77,71,71,False,2
2025-01-11,Peekaboo,Kendrick Lamar Featuring AzChike,78,13,100,False,6
2025-01-11,Burning Down,Alex Warren,79,69,0,False,5
2025-01-11,Disease,Lady Gaga,80,27,0,False,8
2025-01-11,Shake Dat Ass (Twerk Song),BossMan Dlow,81,54,0,False,14
2025-01-11,Gang Baby,NLE Choppa,82,82,0,False,5
2025-01-11,Khe?,Rauw Alejandro & Romeo Santos,83,60,0,False,5
2025-01-11,Brokey,Latto,84,84,0,False,4
2025-01-11,Rosones,Tito Double P,85,85,0,False,3
2025-01-11,Juno,Sabrina Carpenter,86,22,0,False,16
2025-01-11,Nadie,Tito Double P,87,87,0,True,1
2025-01-11,What Is This Feeling?,Ariana Grande & Cynthia Erivo,88,62,0,False,5
2025-01-11,El Club,Bad Bunny,89,66,0,False,2
2025-01-11,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",90,11,0,False,5
2025-01-11,Pitorro de Coco,Bad Bunny,91,91,0,True,1
2025-01-11,The Largest,BigXthaPlug,92,92,0,False,2
2025-01-11,Wondering Why,The Red Clay Strays,93,71,0,False,18
2025-01-11,Ends Of The Earth,Ty Myers,94,94,0,True,1
2025-01-11,Chill Baby,SZA,95,80,80,False,2
2025-01-11,Holy Smokes,Bailey Zimmerman,96,54,0,False,7
2025-01-11,High Road,Zach Bryan,97,29,0,False,5
2025-01-11,On One Tonight,Gunna,98,54,0,False,7
2025-01-11,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",99,7,0,False,9
2025-01-11,Cowboy Songs,George Birge,100,100,0,True,1
2025-01-18,Die With A Smile,Lady Gaga & Bruno Mars,1,1,1,False,21
2025-01-18,A Bar Song (Tipsy),Shaboozey,2,1,2,False,39
2025-01-18,Birds Of A Feather,Billie Eilish,3,2,3,False,34
2025-01-18,Smile,Morgan Wallen,4,4,27,False,2
2025-01-18,APT.,ROSE & Bruno Mars,5,5,5,False,12
2025-01-18,Lose Control,Teddy Swims,6,1,4,False,73
2025-01-18,Luther,Kendrick Lamar & SZA,7,3,7,False,7
2025-01-18,That's So True,Gracie Abrams,8,6,6,False,12
2025-01-18,I Had Some Help,Post Malone Featuring Morgan Wallen,9,1,8,False,35
2025-01-18,Espresso,Sabrina Carpenter,10,3,9,False,39
2025-01-18,TV Off,Kendrick Lamar Featuring Lefty Gunplay,11,2,11,False,7
2025-01-18,Taste,Sabrina Carpenter,12,2,10,False,20
2025-01-18,Love Somebody,Morgan Wallen,13,1,13,False,12
2025-01-18,Beautiful Things,Benson Boone,14,2,12,False,50
2025-01-18,Timeless,The Weeknd & Playboi Carti,15,3,15,False,15
2025-01-18,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",16,16,0,True,1
2025-01-18,Too Sweet,Hozier,17,1,14,False,41
2025-01-18,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",18,10,18,False,11
2025-01-18,Squabble Up,Kendrick Lamar,19,1,16,False,7
2025-01-18,Stargazing,Myles Smith,20,19,19,False,34
2025-01-18,"Good Luck, Babe!",Chappell Roan,21,4,17,False,39
2025-01-18,30 For 30,SZA With Kendrick Lamar,22,22,22,False,3
2025-01-18,Not Like Us,Kendrick Lamar,23,1,20,False,35
2025-01-18,Messy,Lola Young,24,24,25,False,6
2025-01-18,High Road,Koe Wetzel & Jessie Murph,25,22,23,False,31
2025-01-18,Whatchu Kno About Me,GloRilla & Sexyy Red,26,17,21,False,13
2025-01-18,Nuevayol,Bad Bunny,27,27,0,True,1
2025-01-18,Baile Inolvidable,Bad Bunny,28,28,0,True,1
2025-01-18,Tweaker,GELO,29,29,0,True,1
2025-01-18,Sailor Song,Gigi Perez,30,22,33,False,21
2025-01-18,Wind Up Missin' You,Tucker Wetmore,31,31,31,False,41
2025-01-18,Please Please Please,Sabrina Carpenter,32,1,26,False,29
2025-01-18,I Am Not Okay,Jelly Roll,33,14,28,False,29
2025-01-18,BMF,SZA,34,29,29,False,3
2025-01-18,Bed Chem,Sabrina Carpenter,35,14,32,False,20
2025-01-18,Voy A Llevarte Pa PR,Bad Bunny,36,36,0,True,1
2025-01-18,El Club,Bad Bunny,37,37,89,False,3
2025-01-18,DTMF,Bad Bunny,38,38,0,True,1
2025-01-18,Who,Jimin,39,12,24,False,24
2025-01-18,Million Dollar Baby,Tommy Richman,40,2,30,False,33
2025-01-18,Wildflower,Billie Eilish,41,17,35,False,30
2025-01-18,Lies Lies Lies,Morgan Wallen,42,7,34,False,23
2025-01-18,Velda,"Bad Bunny, Omar Courtz & Dei V",43,43,0,True,1
2025-01-18,By Myself,Lil Baby & Rylo Rodriguez Featuring Rod Wave,44,44,0,True,1
2025-01-18,Perfumito Nuevo,Bad Bunny & RaiNao,45,45,0,True,1
2025-01-18,Like Him,"Tyler, The Creator Featuring Lola Young",46,29,37,False,11
2025-01-18,Pink Pony Club,Chappell Roan,47,26,36,False,30
2025-01-18,No One Noticed,The Marias,48,22,46,False,15
2025-01-18,Liar,Jelly Roll,49,39,39,False,15
2025-01-18,Outfit,Lil Baby & 21 Savage,50,50,0,True,1
2025-01-18,Stuff,Lil Baby Featuring Travis Scott,51,51,0,True,1
2025-01-18,Weltita,Bad Bunny & Chuwi,52,52,0,True,1
2025-01-18,Redbone,Lil Baby & GloRilla,53,53,0,True,1
2025-01-18,EOO,Bad Bunny,54,54,0,True,1
2025-01-18,I Never Lie,Zach Top,55,38,38,False,16
2025-01-18,I'm Gonna Love You,Cody Johnson & Carrie Underwood,56,40,40,False,15
2025-01-18,F U 2x,Lil Baby,57,57,0,True,1
2025-01-18,4x4xU,Lainey Wilson,58,45,45,False,9
2025-01-18,Ketu Tecre,Bad Bunny,59,59,0,True,1
2025-01-18,Pitorro de Coco,Bad Bunny,60,60,91,False,2
2025-01-18,Indigo,Sam Barber Featuring Avery Anna,61,48,48,False,5
2025-01-18,Loco,Neton Vega,62,50,50,False,2
2025-01-18,It's Ok I'm Ok,Tate McRae,63,20,44,False,17
2025-01-18,Good News,Shaboozey,64,47,47,False,7
2025-01-18,Listen Up,Lil Baby,65,65,0,True,1
2025-01-18,Kloufrens,Bad Bunny,66,66,0,True,1
2025-01-18,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,67,44,49,False,7
2025-01-18,Tu Boda,Oscar Maydon & Fuerza Regida,68,22,42,False,12
2025-01-18,Bokete,Bad Bunny,69,69,0,True,1
2025-01-18,Scorsese Baby Daddy,SZA,70,41,41,False,3
2025-01-18,I Promise,Lil Baby,71,71,0,True,1
2025-01-18,Que Pasaria...,Rauw Alejandro & Bad Bunny,72,34,52,False,8
2025-01-18,Due 4A Win,Lil Baby,73,73,0,True,1
2025-01-18,So Sorry,Lil Baby,74,74,0,True,1
2025-01-18,Think I'm In Love With You,Chris Stapleton,75,49,53,False,36
2025-01-18,Denial Is A River,Doechii,76,76,0,True,1
2025-01-18,Turista,Bad Bunny,77,77,0,True,1
2025-01-18,Guy For That,Post Malone Featuring Luke Combs,78,17,54,False,21
2025-01-18,Residuals,Chris Brown,79,58,58,False,19
2025-01-18,No Pole,Don Toliver,80,66,66,False,10
2025-01-18,I Ain't Sayin',Jordan Davis,81,61,61,False,3
2025-01-18,Am I Okay?,Megan Moroney,82,59,59,False,18
2025-01-18,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,83,83,0,True,1
2025-01-18,Help Me,Real Boston Richey,84,47,57,False,25
2025-01-18,Bad Dreams,Teddy Swims,85,65,65,False,6
2025-01-18,Stiff Gang,Lil Baby,86,86,0,True,1
2025-01-18,Dancing In The Flames,The Weeknd,87,14,55,False,17
2025-01-18,Boys Back Home,Dylan Marlowe & Dylan Scott,88,75,75,False,2
2025-01-18,Heart Of A Woman,Summer Walker,89,57,63,False,11
2025-01-18,Peekaboo,Kendrick Lamar Featuring AzChike,90,13,78,False,7
2025-01-18,Drive,SZA,91,51,51,False,3
2025-01-18,Popular,Ariana Grande,92,53,70,False,7
2025-01-18,Hey Now,Kendrick Lamar Featuring Dody6,93,5,56,False,7
2025-01-18,Lo Que Le Paso A Hawaii,Bad Bunny,94,94,0,True,1
2025-01-18,La Mudanza,Bad Bunny,95,95,0,True,1
2025-01-18,Close To You,Gracie Abrams,96,49,69,False,21
2025-01-18,Diet Pepsi,Addison Rae,97,54,73,False,15
2025-01-18,Burning Down,Alex Warren,98,69,79,False,6
2025-01-18,Free Promo,Lil Baby,99,99,0,True,1
2025-01-18,Dos Dias,Tito Double P & Peso Pluma,100,51,68,False,18
2025-01-25,Die With A Smile,Lady Gaga & Bruno Mars,1,1,1,False,22
2025-01-25,DTMF,Bad Bunny,2,2,38,False,2
2025-01-25,Baile Inolvidable,Bad Bunny,3,3,28,False,2
2025-01-25,A Bar Song (Tipsy),Shaboozey,4,1,2,False,40
2025-01-25,APT.,ROSE & Bruno Mars,5,5,5,False,13
2025-01-25,Luther,Kendrick Lamar & SZA,6,3,7,False,8
2025-01-25,Birds Of A Feather,Billie Eilish,7,2,3,False,35
2025-01-25,Nuevayol,Bad Bunny,8,8,27,False,2
2025-01-25,Lose Control,Teddy Swims,9,1,6,False,74
2025-01-25,That's So True,Gracie Abrams,10,6,8,False,13
2025-01-25,I Had Some Help,Post Malone Featuring Morgan Wallen,11,1,9,False,36
2025-01-25,Taste,Sabrina Carpenter,12,2,12,False,21
2025-01-25,Espresso,Sabrina Carpenter,13,3,10,False,40
2025-01-25,Love Somebody,Morgan Wallen,14,1,13,False,13
2025-01-25,TV Off,Kendrick Lamar Featuring Lefty Gunplay,15,2,11,False,8
2025-01-25,Smile,Morgan Wallen,16,4,4,False,3
2025-01-25,Voy A Llevarte Pa PR,Bad Bunny,17,17,36,False,2
2025-01-25,Beautiful Things,Benson Boone,18,2,14,False,51
2025-01-25,Timeless,The Weeknd & Playboi Carti,19,3,15,False,16
2025-01-25,Squabble Up,Kendrick Lamar,20,1,19,False,8
2025-01-25,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",21,10,18,False,12
2025-01-25,Too Sweet,Hozier,22,1,17,False,42
2025-01-25,Velda,"Bad Bunny, Omar Courtz & Dei V",23,23,43,False,2
2025-01-25,EOO,Bad Bunny,24,24,54,False,2
2025-01-25,Stargazing,Myles Smith,25,19,20,False,35
2025-01-25,30 For 30,SZA With Kendrick Lamar,26,22,22,False,4
2025-01-25,El Club,Bad Bunny,27,27,37,False,4
2025-01-25,"Good Luck, Babe!",Chappell Roan,28,4,21,False,40
2025-01-25,Messy,Lola Young,29,24,24,False,7
2025-01-25,Tweaker,GELO,30,29,29,False,2
2025-01-25,Perfumito Nuevo,Bad Bunny & RaiNao,31,31,45,False,2
2025-01-25,Weltita,Bad Bunny & Chuwi,32,32,52,False,2
2025-01-25,Not Like Us,Kendrick Lamar,33,1,23,False,36
2025-01-25,High Road,Koe Wetzel & Jessie Murph,34,22,25,False,32
2025-01-25,BMF,SZA,35,29,34,False,4
2025-01-25,Bed Chem,Sabrina Carpenter,36,14,35,False,21
2025-01-25,Whatchu Kno About Me,GloRilla & Sexyy Red,37,17,26,False,14
2025-01-25,Ketu Tecre,Bad Bunny,38,38,59,False,2
2025-01-25,Sailor Song,Gigi Perez,39,22,30,False,22
2025-01-25,Kloufrens,Bad Bunny,40,40,66,False,2
2025-01-25,Who,Jimin,41,12,39,False,25
2025-01-25,Bokete,Bad Bunny,42,42,69,False,2
2025-01-25,I Am Not Okay,Jelly Roll,43,14,33,False,30
2025-01-25,Wind Up Missin' You,Tucker Wetmore,44,31,31,False,42
2025-01-25,Turista,Bad Bunny,45,45,77,False,2
2025-01-25,No One Noticed,The Marias,46,22,48,False,16
2025-01-25,Please Please Please,Sabrina Carpenter,47,1,32,False,30
2025-01-25,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,48,48,83,False,2
2025-01-25,Wildflower,Billie Eilish,49,17,41,False,31
2025-01-25,Pitorro de Coco,Bad Bunny,50,50,60,False,3
2025-01-25,La Mudanza,Bad Bunny,51,51,95,False,2
2025-01-25,Liar,Jelly Roll,52,39,49,False,16
2025-01-25,I Never Lie,Zach Top,53,38,55,False,17
2025-01-25,Like Him,"Tyler, The Creator Featuring Lola Young",54,29,46,False,12
2025-01-25,Pink Pony Club,Chappell Roan,55,26,47,False,31
2025-01-25,Loco,Neton Vega,56,50,62,False,3
2025-01-25,Que Pasaria...,Rauw Alejandro & Bad Bunny,57,34,72,False,9
2025-01-25,Indigo,Sam Barber Featuring Avery Anna,58,48,61,False,6
2025-01-25,Are You Even Real,Teddy Swims & GIVEON,59,59,0,True,1
2025-01-25,I'm Gonna Love You,Cody Johnson & Carrie Underwood,60,40,56,False,16
2025-01-25,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",61,16,16,False,2
2025-01-25,Lo Que Le Paso A Hawaii,Bad Bunny,62,62,94,False,2
2025-01-25,4x4xU,Lainey Wilson,63,45,58,False,10
2025-01-25,Bad Dreams,Teddy Swims,64,64,85,False,7
2025-01-25,Denial Is A River,Doechii,65,65,76,False,2
2025-01-25,Tu Boda,Oscar Maydon & Fuerza Regida,66,22,68,False,13
2025-01-25,Good News,Shaboozey,67,47,64,False,8
2025-01-25,Think I'm In Love With You,Chris Stapleton,68,49,75,False,37
2025-01-25,Guy For That,Post Malone Featuring Luke Combs,69,17,78,False,22
2025-01-25,I Ain't Sayin',Jordan Davis,70,61,81,False,4
2025-01-25,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,71,44,67,False,8
2025-01-25,No Pole,Don Toliver,72,66,80,False,11
2025-01-25,It's Ok I'm Ok,Tate McRae,73,20,63,False,18
2025-01-25,Am I Okay?,Megan Moroney,74,59,82,False,19
2025-01-25,Scorsese Baby Daddy,SZA,75,41,70,False,4
2025-01-25,Residuals,Chris Brown,76,58,79,False,20
2025-01-25,Heart Of A Woman,Summer Walker,77,57,89,False,12
2025-01-25,Help Me,Real Boston Richey,78,47,84,False,26
2025-01-25,Peekaboo,Kendrick Lamar Featuring AzChike,79,13,90,False,8
2025-01-25,Diet Pepsi,Addison Rae,80,54,97,False,16
2025-01-25,Popular,Ariana Grande,81,53,92,False,8
2025-01-25,Boys Back Home,Dylan Marlowe & Dylan Scott,82,75,88,False,3
2025-01-25,Stuff,Lil Baby Featuring Travis Scott,83,51,51,False,2
2025-01-25,Rosones,Tito Double P,84,84,0,False,4
2025-01-25,Nadie,Tito Double P,85,85,0,False,2
2025-01-25,Khe?,Rauw Alejandro & Romeo Santos,86,60,0,False,6
2025-01-25,Dos Dias,Tito Double P & Peso Pluma,87,51,100,False,19
2025-01-25,Hey Now,Kendrick Lamar Featuring Dody6,88,5,93,False,8
2025-01-25,By Myself,Lil Baby & Rylo Rodriguez Featuring Rod Wave,89,44,44,False,2
2025-01-25,Burning Down,Alex Warren,90,69,98,False,7
2025-01-25,Bigger Houses,Dan + Shay,91,91,0,True,1
2025-01-25,The Largest,BigXthaPlug,92,92,0,False,3
2025-01-25,Drive,SZA,93,51,91,False,4
2025-01-25,F U 2x,Lil Baby,94,57,57,False,2
2025-01-25,25,Rod Wave,95,16,0,False,13
2025-01-25,Dancing In The Flames,The Weeknd,96,14,87,False,18
