date,title,artist,rank,peakPos,lastPos,isNew,weeks
2025-04-05,I'm Gonna Love You,Cody Johnson & Carrie Underwood,49,37,47,False,26
2025-04-05,Wildflower,Billie Eilish,50,17,67,False,41
2025-04-05,Residuals,Chris Brown,51,40,62,False,29
2025-04-05,Worst Way,Riley Green,52,48,66,False,11
2025-04-05,Baile Inolvidable,Bad Bunny,53,3,68,False,12
2025-04-05,Me Jalo,Fuerza Regida & Grupo Frontera,54,54,81,False,6
2025-04-05,Cry For Me,The Weeknd,55,12,73,False,8
2025-04-05,Revolving Door,Tate McRae,56,22,59,False,5
2025-04-05,Just Us,Jack Harlow & Doja Cat,57,57,0,True,1
2025-04-05,Gimme A Hug,Drake,58,6,78,False,6
2025-04-05,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias",59,59,0,True,1
2025-04-05,Good Credit,Playboi Carti & Kendrick Lamar,60,17,17,False,2
2025-04-05,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",61,21,76,False,6
2025-04-05,Peekaboo,Kendrick Lamar Featuring AzChike,62,13,79,False,18
2025-04-05,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",63,30,83,False,6
2025-04-05,Loco,Neton Vega,64,43,84,False,13
2025-04-05,Mona Lisa,J-Hope,65,65,0,True,1
2025-04-05,Am I Okay?,Megan Moroney,66,59,99,False,29
2025-04-05,EOO,Bad Bunny,67,24,0,False,10
2025-04-05,Busy Woman,Sabrina Carpenter,68,27,87,False,6
2025-04-05,Te Queria Ver,Aleman X Neton Vega,69,69,0,False,2
2025-04-05,This Town's Been Too Good To Us,Dylan Scott,70,70,0,True,1
2025-04-05,How Does It Feel To Be Forgotten,Selena Gomez & Benny Blanco,71,71,0,True,1
2025-04-05,Tweaker,GELO,72,29,82,False,12
2025-04-05,Heart Of A Woman,Summer Walker,73,57,90,False,22
2025-04-05,Like Him,"Tyler, The Creator Featuring Lola Young",74,29,93,False,22
2025-04-05,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,75,51,92,False,6
2025-04-05,Backd00r,Playboi Carti Featuring Kendrick Lamar & Jhene Aiko,76,25,25,False,2
2025-04-05,Crush,Playboi Carti & Travis Scott,77,20,20,False,2
2025-04-05,Nuevayol,Bad Bunny,78,8,89,False,12
2025-04-05,Weren't For The Wind,Ella Langley,79,79,95,False,8
2025-04-05,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,80,80,0,True,1
2025-04-05,No Pole,Don Toliver,81,66,98,False,21
2025-04-05,Tattoo,Tito Double P,82,72,91,False,4
2025-04-05,Burning Down,Alex Warren,83,69,94,False,14
2025-04-05,Emergence,Sleep Token,84,57,57,False,2
2025-04-05,I Ain't Sayin',Jordan Davis,85,58,97,False,14
2025-04-05,Texas,Blake Shelton,86,86,0,False,2
2025-04-05,Like Weezy,Playboi Carti,87,56,56,False,2
2025-04-05,Are You Even Real,Teddy Swims & GIVEON,88,59,0,False,7
2025-04-05,4x4xU,Lainey Wilson,89,45,0,False,19
2025-04-05,Little Things,Ella Mai,90,81,0,False,4
2025-04-05,Toxic,Playboi Carti & Skepta,91,34,34,False,2
2025-04-05,Friends Like That,John Morgan Featuring Jason Aldean,92,92,0,True,1
2025-04-05,Holy Smokes,Bailey Zimmerman,93,54,0,False,10
2025-04-05,Philly,Playboi Carti & Travis Scott,94,28,28,False,2
2025-04-05,Headlock,Imogen Heap,95,82,0,False,9
2025-04-05,Push 2 Start,Tyla,96,88,0,False,7
2025-04-05,Sunset Blvd,Selena Gomez & Benny Blanco,97,97,0,True,1
2025-04-05,Fine Shit,Playboi Carti,98,33,33,False,2
2025-04-05,Que Pasaria...,Rauw Alejandro & Bad Bunny,99,34,0,False,17
2025-04-05,Voy A Llevarte Pa PR,Bad Bunny,100,17,0,False,11
2025-04-12,Luther,Kendrick Lamar & SZA,1,1,1,False,19
2025-04-12,Die With A Smile,Lady Gaga & Bruno Mars,2,1,2,False,33
2025-04-12,Nokia,Drake,3,3,7,False,7
2025-04-12,A Bar Song (Tipsy),Shaboozey,4,1,3,False,51
2025-04-12,Pink Pony Club,Chappell Roan,5,5,5,False,42
2025-04-12,Lose Control,Teddy Swims,6,1,6,False,85
2025-04-12,APT.,ROSE & Bruno Mars,7,3,10,False,24
2025-04-12,Just In Case,Morgan Wallen,8,4,4,False,2
2025-04-12,I'm The Problem,Morgan Wallen,9,2,11,False,9
2025-04-12,Birds Of A Feather,Billie Eilish,10,2,12,False,46
2025-04-12,Beautiful Things,Benson Boone,11,2,8,False,62
2025-04-12,Anxiety,Doechii,12,10,14,False,4
2025-04-12,That's So True,Gracie Abrams,13,6,13,False,24
2025-04-12,Ordinary,Alex Warren,14,14,20,False,8
2025-04-12,Not Like Us,Kendrick Lamar,15,1,9,False,47
2025-04-12,TV Off,Kendrick Lamar Featuring Lefty Gunplay,16,2,15,False,19
2025-04-12,Love Somebody,Morgan Wallen,17,1,16,False,24
2025-04-12,Twilight Zone,Ariana Grande,18,18,0,True,1
2025-04-12,I Had Some Help,Post Malone Featuring Morgan Wallen,19,1,19,False,47
2025-04-12,Espresso,Sabrina Carpenter,20,3,18,False,51
2025-04-12,Mutt,Leon Thomas,21,21,28,False,9
2025-04-12,Messy,Lola Young,22,14,23,False,18
2025-04-12,Squabble Up,Kendrick Lamar,23,1,22,False,19
2025-04-12,30 For 30,SZA With Kendrick Lamar,24,10,24,False,15
2025-04-12,Sports Car,Tate McRae,25,16,26,False,10
2025-04-12,Timeless,The Weeknd & Playboi Carti,26,3,21,False,27
2025-04-12,Taste,Sabrina Carpenter,27,2,31,False,32
2025-04-12,Dark Thoughts,Lil Tecca,28,28,32,False,3
2025-04-12,The Giver,Chappell Roan,29,5,29,False,3
2025-04-12,I'm A Little Crazy,Morgan Wallen,30,17,17,False,2
2025-04-12,I Never Lie,Zach Top,31,31,36,False,28
2025-04-12,Stargazing,Myles Smith,32,19,34,False,46
2025-04-12,Abracadabra,Lady Gaga,33,13,38,False,9
2025-04-12,Denial Is A River,Doechii,34,21,33,False,13
2025-04-12,Rather Lie,Playboi Carti & The Weeknd,35,4,25,False,3
2025-04-12,No One Noticed,The Marias,36,22,40,False,27
2025-04-12,"Good Luck, Babe!",Chappell Roan,37,4,37,False,51
2025-04-12,Dandelion,Ariana Grande,38,38,0,True,1
2025-04-12,Sailor Song,Gigi Perez,39,22,39,False,33
2025-04-12,Bad Dreams,Teddy Swims,40,40,42,False,18
2025-04-12,DTMF,Bad Bunny,41,2,41,False,13
2025-04-12,Intro (End Of The World),Ariana Grande,42,38,0,False,3
2025-04-12,Bed Chem,Sabrina Carpenter,43,14,35,False,32
2025-04-12,Indigo,Sam Barber Featuring Avery Anna,44,42,47,False,17
2025-04-12,Worst Way,Riley Green,45,45,52,False,12
2025-04-12,Wildflower,Billie Eilish,46,17,50,False,42
2025-04-12,Sorry I'm Here For Someone Else,Benson Boone,47,44,44,False,5
2025-04-12,BMF,SZA,48,29,45,False,15
2025-04-12,Residuals,Chris Brown,49,40,51,False,30
2025-04-12,Evil J0rdan,Playboi Carti,50,2,27,False,3
2025-04-12,Good News,Shaboozey,51,47,48,False,19
2025-04-12,Cry For Me,The Weeknd,52,12,55,False,9
2025-04-12,Past Life,Ariana Grande,53,53,0,True,1
2025-04-12,Warm,Ariana Grande,54,54,0,True,1
2025-04-12,Me Jalo,Fuerza Regida & Grupo Frontera,55,54,54,False,7
2025-04-12,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias",56,56,59,False,2
2025-04-12,Baile Inolvidable,Bad Bunny,57,3,53,False,13
2025-04-12,Smile,Morgan Wallen,58,4,43,False,14
2025-04-12,Hampstead,Ariana Grande,59,59,0,True,1
2025-04-12,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",60,46,46,False,5
2025-04-12,Revolving Door,Tate McRae,61,22,56,False,6
2025-04-12,Gimme A Hug,Drake,62,6,58,False,7
2025-04-12,Vanish Mode,Lil Durk,63,63,0,True,1
2025-04-12,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",64,30,63,False,7
2025-04-12,Te Queria Ver,Aleman X Neton Vega,65,65,69,False,3
2025-04-12,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",66,21,61,False,7
2025-04-12,Peekaboo,Kendrick Lamar Featuring AzChike,67,13,62,False,19
2025-04-12,Loco,Neton Vega,68,43,64,False,14
2025-04-12,Weren't For The Wind,Ella Langley,69,69,79,False,9
2025-04-12,Am I Okay?,Megan Moroney,70,59,66,False,30
2025-04-12,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,71,51,75,False,7
2025-04-12,They Want To Be You,Lil Durk Featuring Future,72,72,0,True,1
2025-04-12,Heart Of A Woman,Summer Walker,73,57,73,False,23
2025-04-12,Like Him,"Tyler, The Creator Featuring Lola Young",74,29,74,False,23
2025-04-12,EOO,Bad Bunny,75,24,67,False,11
2025-04-12,Busy Woman,Sabrina Carpenter,76,27,68,False,7
2025-04-12,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,77,77,80,False,2
2025-04-12,No Pole,Don Toliver,78,66,81,False,22
2025-04-12,Texas,Blake Shelton,79,79,86,False,3
2025-04-12,This Town's Been Too Good To Us,Dylan Scott,80,70,70,False,2
2025-04-12,Love Me Not,Ravyn Lenae,81,81,0,True,1
2025-04-12,Nuevayol,Bad Bunny,82,8,78,False,13
2025-04-12,1000 Times,Lil Durk Featuring Lil Baby,83,83,0,True,1
2025-04-12,Can't Hide It,Lil Durk Featuring Jhene Aiko,84,84,0,True,1
2025-04-12,Are You Even Real,Teddy Swims & GIVEON,85,59,88,False,8
2025-04-12,Feel It,d4vd,86,86,0,False,4
2025-04-12,Friends Like That,John Morgan Featuring Jason Aldean,87,87,92,False,2
2025-04-12,Holy Smokes,Bailey Zimmerman,88,54,93,False,11
2025-04-12,4x4xU,Lainey Wilson,89,45,89,False,20
2025-04-12,Back To Friends,sombr,90,90,0,True,1
2025-04-12,Hometown Home,LoCash,91,91,0,True,1
2025-04-12,Tweaker,GELO,92,29,72,False,13
2025-04-12,Morena,Neton Vega & Peso Pluma,93,93,0,True,1
2025-04-12,Shaking When I Pray,Lil Durk,94,94,0,True,1
2025-04-12,Fix What You Didn't Break,Nate Smith,95,88,0,False,2
2025-04-12,Keep On Sippin',Lil Durk,96,96,0,True,1
2025-04-12,Headlock,Imogen Heap,97,82,95,False,10
2025-04-12,Little Things,Ella Mai,98,81,90,False,5
2025-04-12,Tattoo,Tito Double P,99,72,82,False,5
2025-04-12,Que Pasaria...,Rauw Alejandro & Bad Bunny,100,34,99,False,18
2025-04-19,Luther,Kendrick Lamar & SZA,1,1,1,False,20
2025-04-19,Nokia,Drake,2,2,3,False,8
2025-04-19,Die With A Smile,Lady Gaga & Bruno Mars,3,1,2,False,34
2025-04-19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,4,4,0,True,1
2025-04-19,Pink Pony Club,Chappell Roan,5,5,5,False,43
2025-04-19,A Bar Song (Tipsy),Shaboozey,6,1,4,False,52
2025-04-19,Ordinary,Alex Warren,7,7,14,False,9
2025-04-19,Lose Control,Teddy Swims,8,1,6,False,86
2025-04-19,I'm The Problem,Morgan Wallen,9,2,9,False,10
2025-04-19,Beautiful Things,Benson Boone,10,2,11,False,63
2025-04-19,Birds Of A Feather,Billie Eilish,11,2,10,False,47
2025-04-19,Just In Case,Morgan Wallen,12,4,8,False,3
2025-04-19,APT.,ROSE & Bruno Mars,13,3,7,False,25
2025-04-19,Anxiety,Doechii,14,10,12,False,5
2025-04-19,That's So True,Gracie Abrams,15,6,13,False,25
2025-04-19,Not Like Us,Kendrick Lamar,16,1,15,False,48
2025-04-19,Espresso,Sabrina Carpenter,17,3,20,False,52
2025-04-19,TV Off,Kendrick Lamar Featuring Lefty Gunplay,18,2,16,False,20
2025-04-19,Love Somebody,Morgan Wallen,19,1,17,False,25
2025-04-19,I Had Some Help,Post Malone Featuring Morgan Wallen,20,1,19,False,48
2025-04-19,Mutt,Leon Thomas,21,21,21,False,10
2025-04-19,Messy,Lola Young,22,14,22,False,19
2025-04-19,Squabble Up,Kendrick Lamar,23,1,23,False,20
2025-04-19,Sports Car,Tate McRae,24,16,25,False,11
2025-04-19,30 For 30,SZA With Kendrick Lamar,25,10,24,False,16
2025-04-19,Timeless,The Weeknd & Playboi Carti,26,3,26,False,28
2025-04-19,Taste,Sabrina Carpenter,27,2,27,False,33
2025-04-19,Azizam,Ed Sheeran,28,28,0,True,1
2025-04-19,I Never Lie,Zach Top,29,29,31,False,29
2025-04-19,Stargazing,Myles Smith,30,19,32,False,47
2025-04-19,No One Noticed,The Marias,31,22,36,False,28
2025-04-19,I'm A Little Crazy,Morgan Wallen,32,17,30,False,3
2025-04-19,Dark Thoughts,Lil Tecca,33,28,28,False,4
2025-04-19,Caramel,Sleep Token,34,34,0,True,1
2025-04-19,Denial Is A River,Doechii,35,21,34,False,14
2025-04-19,Sailor Song,Gigi Perez,36,22,39,False,34
2025-04-19,Bad Dreams,Teddy Swims,37,37,40,False,19
2025-04-19,Abracadabra,Lady Gaga,38,13,33,False,10
2025-04-19,"Good Luck, Babe!",Chappell Roan,39,4,37,False,52
2025-04-19,The Giver,Chappell Roan,40,5,29,False,4
2025-04-19,Twilight Zone,Ariana Grande,41,18,18,False,2
2025-04-19,Worst Way,Riley Green,42,42,45,False,13
2025-04-19,Indigo,Sam Barber Featuring Avery Anna,43,42,44,False,18
2025-04-19,Good News,Shaboozey,44,44,51,False,20
2025-04-19,Wildflower,Billie Eilish,45,17,46,False,43
2025-04-19,Rather Lie,Playboi Carti & The Weeknd,46,4,35,False,4
2025-04-19,Sorry I'm Here For Someone Else,Benson Boone,47,44,47,False,6
2025-04-19,DTMF,Bad Bunny,48,2,41,False,14
2025-04-19,Cry For Me,The Weeknd,49,12,52,False,10
2025-04-19,Residuals,Chris Brown,50,40,49,False,31
2025-04-19,BMF,SZA,51,29,48,False,16
2025-04-19,End Of The World,Miley Cyrus,52,52,0,True,1
2025-04-19,Me Jalo,Fuerza Regida & Grupo Frontera,53,53,55,False,8
2025-04-19,Baile Inolvidable,Bad Bunny,54,3,57,False,14
2025-04-19,Am I Okay?,Megan Moroney,55,55,70,False,31
2025-04-19,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",56,30,64,False,8
2025-04-19,Revolving Door,Tate McRae,57,22,61,False,7
2025-04-19,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias",58,56,56,False,3
2025-04-19,Smile,Morgan Wallen,59,4,58,False,15
2025-04-19,Dandelion,Ariana Grande,60,38,38,False,2
2025-04-19,Te Queria Ver,Aleman X Neton Vega,61,61,65,False,4
2025-04-19,Evil J0rdan,Playboi Carti,62,2,50,False,4
2025-04-19,Weren't For The Wind,Ella Langley,63,63,69,False,10
2025-04-19,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",64,46,60,False,6
2025-04-19,Loco,Neton Vega,65,43,68,False,15
2025-04-19,Gimme A Hug,Drake,66,6,62,False,8
2025-04-19,Peekaboo,Kendrick Lamar Featuring AzChike,67,13,67,False,20
2025-04-19,Chest Pain (I Love),Malcolm Todd,68,68,0,True,1
2025-04-19,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,69,51,71,False,8
2025-04-19,Back To Friends,sombr,70,70,90,False,2
2025-04-19,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",71,21,66,False,8
2025-04-19,Busy Woman,Sabrina Carpenter,72,27,76,False,8
2025-04-19,Heart Of A Woman,Summer Walker,73,57,73,False,24
2025-04-19,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,74,74,77,False,3
2025-04-19,EOO,Bad Bunny,75,24,75,False,12
2025-04-19,Like Him,"Tyler, The Creator Featuring Lola Young",76,29,74,False,24
2025-04-19,No Pole,Don Toliver,77,66,78,False,23
2025-04-19,Friends Like That,John Morgan Featuring Jason Aldean,78,78,87,False,3
2025-04-19,Love Me Not,Ravyn Lenae,79,79,81,False,2
2025-04-19,Holy Smokes,Bailey Zimmerman,80,54,88,False,12
2025-04-19,Texas,Blake Shelton,81,79,79,False,4
2025-04-19,Are You Even Real,Teddy Swims & GIVEON,82,59,85,False,9
2025-04-19,Morena,Neton Vega & Peso Pluma,83,83,93,False,2
2025-04-19,Feel It,d4vd,84,84,86,False,5
2025-04-19,Que Pasaria...,Rauw Alejandro & Bad Bunny,85,34,100,False,19
2025-04-19,Back To Me,The Marias,86,86,0,True,1
2025-04-19,Fix What You Didn't Break,Nate Smith,87,87,95,False,3
2025-04-19,Emergence,Sleep Token,88,57,0,False,3
2025-04-19,Intro (End Of The World),Ariana Grande,89,38,42,False,4
2025-04-19,Nuevayol,Bad Bunny,90,8,82,False,14
2025-04-19,Hometown Home,LoCash,91,91,91,False,2
2025-04-19,The Largest,BigXthaPlug,92,71,0,False,12
2025-04-19,Headlock,Imogen Heap,93,82,97,False,11
2025-04-19,Tattoo,Tito Double P,94,72,99,False,6
2025-04-19,Backseat Driver,Kane Brown,95,79,0,False,5
2025-04-19,Undressed,sombr,96,96,0,True,1
2025-04-19,Little Things,Ella Mai,97,81,98,False,6
2025-04-19,Por Esos Ojos,Fuerza Regida,98,79,0,False,5
2025-04-19,Haunted,Kane Brown With Jelly Roll,99,58,0,False,4
2025-04-19,Khe?,Rauw Alejandro & Romeo Santos,100,60,0,False,10
2025-04-26,Luther,Kendrick Lamar & SZA,1,1,1,False,21
2025-04-26,Die With A Smile,Lady Gaga & Bruno Mars,2,1,3,False,35
2025-04-26,Nokia,Drake,3,2,2,False,9
2025-04-26,Pink Pony Club,Chappell Roan,4,4,5,False,44
2025-04-26,Ordinary,Alex Warren,5,5,7,False,10
2025-04-26,A Bar Song (Tipsy),Shaboozey,6,1,6,False,53
2025-04-26,Lose Control,Teddy Swims,7,1,8,False,87
2025-04-26,All The Way,BigXthaPlug Featuring Bailey Zimmerman,8,4,4,False,2
2025-04-26,Beautiful Things,Benson Boone,9,2,10,False,64
2025-04-26,I'm The Problem,Morgan Wallen,10,2,9,False,11
2025-04-26,Just In Case,Morgan Wallen,11,4,12,False,4
2025-04-26,Birds Of A Feather,Billie Eilish,12,2,11,False,48
2025-04-26,APT.,ROSE & Bruno Mars,13,3,13,False,26
2025-04-26,Anxiety,Doechii,14,10,14,False,6
2025-04-26,Espresso,Sabrina Carpenter,15,3,17,False,53
2025-04-26,Mutt,Leon Thomas,16,16,21,False,11
2025-04-26,I Had Some Help,Post Malone Featuring Morgan Wallen,17,1,20,False,49
2025-04-26,That's So True,Gracie Abrams,18,6,15,False,26
2025-04-26,Not Like Us,Kendrick Lamar,19,1,16,False,49
2025-04-26,Love Somebody,Morgan Wallen,20,1,19,False,26
2025-04-26,TV Off,Kendrick Lamar Featuring Lefty Gunplay,21,2,18,False,21
2025-04-26,Messy,Lola Young,22,14,22,False,20
2025-04-26,Sports Car,Tate McRae,23,16,24,False,12
2025-04-26,Squabble Up,Kendrick Lamar,24,1,23,False,21
2025-04-26,30 For 30,SZA With Kendrick Lamar,25,10,25,False,17
2025-04-26,Abracadabra,Lady Gaga,26,13,38,False,11
2025-04-26,Timeless,The Weeknd & Playboi Carti,27,3,26,False,29
2025-04-26,Taste,Sabrina Carpenter,28,2,27,False,34
2025-04-26,I Never Lie,Zach Top,29,29,29,False,30
2025-04-26,No One Noticed,The Marias,30,22,31,False,29
2025-04-26,Stargazing,Myles Smith,31,19,30,False,48
2025-04-26,Bad Dreams,Teddy Swims,32,32,37,False,20
2025-04-26,Fortnight,Taylor Swift Featuring Post Malone,33,1,0,False,21
2025-04-26,Good News,Shaboozey,34,34,44,False,21
2025-04-26,Sailor Song,Gigi Perez,35,22,36,False,35
2025-04-26,Sorry I'm Here For Someone Else,Benson Boone,36,36,47,False,7
2025-04-26,I'm A Little Crazy,Morgan Wallen,37,17,32,False,4
2025-04-26,Worst Way,Riley Green,38,38,42,False,14
2025-04-26,Azizam,Ed Sheeran,39,28,28,False,2
2025-04-26,Indigo,Sam Barber Featuring Avery Anna,40,40,43,False,19
2025-04-26,Dark Thoughts,Lil Tecca,41,28,33,False,5
2025-04-26,Denial Is A River,Doechii,42,21,35,False,15
2025-04-26,Cry For Me,The Weeknd,43,12,49,False,11
2025-04-26,Wildflower,Billie Eilish,44,17,45,False,44
2025-04-26,DTMF,Bad Bunny,45,2,48,False,15
2025-04-26,Residuals,Chris Brown,46,40,50,False,32
2025-04-26,Twilight Zone,Ariana Grande,47,18,41,False,3
2025-04-26,Me Jalo,Fuerza Regida & Grupo Frontera,48,48,53,False,9
2025-04-26,Rather Lie,Playboi Carti & The Weeknd,49,4,46,False,5
2025-04-26,Am I Okay?,Megan Moroney,50,50,55,False,32
2025-04-26,The Giver,Chappell Roan,51,5,40,False,5
2025-04-26,Weren't For The Wind,Ella Langley,52,52,63,False,11
2025-04-26,Baile Inolvidable,Bad Bunny,53,3,54,False,15
2025-04-26,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",54,30,56,False,9
2025-04-26,BMF,SZA,55,29,51,False,17
2025-04-26,Back To Friends,sombr,56,56,70,False,3
2025-04-26,Friends Like That,John Morgan Featuring Jason Aldean,57,57,78,False,4
2025-04-26,Te Queria Ver,Aleman X Neton Vega,58,58,61,False,5
2025-04-26,Smile,Morgan Wallen,59,4,59,False,16
2025-04-26,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias",60,56,58,False,4
2025-04-26,Revolving Door,Tate McRae,61,22,57,False,8
2025-04-26,Loco,Neton Vega,62,43,65,False,16
2025-04-26,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,63,51,69,False,9
2025-04-26,Peekaboo,Kendrick Lamar Featuring AzChike,64,13,67,False,21
2025-04-26,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,65,65,74,False,4
2025-04-26,Busy Woman,Sabrina Carpenter,66,27,72,False,9
2025-04-26,Holy Smokes,Bailey Zimmerman,67,54,80,False,13
2025-04-26,Caramel,Sleep Token,68,34,34,False,2
2025-04-26,End Of The World,Miley Cyrus,69,52,52,False,2
2025-04-26,Love Me Not,Ravyn Lenae,70,70,79,False,3
2025-04-26,Gimme A Hug,Drake,71,6,66,False,9
2025-04-26,Fix What You Didn't Break,Nate Smith,72,72,87,False,4
2025-04-26,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",73,46,64,False,7
2025-04-26,Texas,Blake Shelton,74,74,81,False,5
2025-04-26,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",75,21,71,False,9
2025-04-26,No Pole,Don Toliver,76,66,77,False,24
2025-04-26,Chest Pain (I Love),Malcolm Todd,77,68,68,False,2
2025-04-26,Are You Even Real,Teddy Swims & GIVEON,78,59,82,False,10
2025-04-26,EOO,Bad Bunny,79,24,75,False,13
2025-04-26,Like Him,"Tyler, The Creator Featuring Lola Young",80,29,76,False,25
2025-04-26,Blue Strips,Jessie Murph,81,81,0,True,1
2025-04-26,The Largest,BigXthaPlug,82,71,92,False,13
2025-04-26,Morena,Neton Vega & Peso Pluma,83,83,83,False,3
2025-04-26,Undressed,sombr,84,84,96,False,2
2025-04-26,Feel It,d4vd,85,84,84,False,6
2025-04-26,Backseat Driver,Kane Brown,86,79,95,False,6
2025-04-26,Evil J0rdan,Playboi Carti,87,2,62,False,5
2025-04-26,Que Pasaria...,Rauw Alejandro & Bad Bunny,88,34,85,False,20
2025-04-26,Nuevayol,Bad Bunny,89,8,90,False,15
2025-04-26,"Henry, Come On",Lana Del Rey,90,90,0,True,1
2025-04-26,Haunted,Kane Brown With Jelly Roll,91,58,99,False,5
2025-04-26,Tattoo,Tito Double P,92,72,94,False,7
2025-04-26,Headlock,Imogen Heap,93,82,93,False,12
2025-04-26,Hands Of Time,Eric Church,94,94,0,True,1
2025-04-26,Por Esos Ojos,Fuerza Regida,95,79,98,False,6
2025-04-26,like JENNIE,JENNIE,96,83,0,False,2
2025-04-26,Not At This Party,Dasha,97,97,0,True,1
2025-04-26,Whiskey Drink,Jason Aldean,98,98,0,True,1
2025-04-26,Little Things,Ella Mai,99,81,97,False,7
2025-04-26,Dandelion,Ariana Grande,100,38,60,False,3
2025-05-03,Luther,Kendrick Lamar & SZA,1,1,1,False,22
2025-05-03,Die With A Smile,Lady Gaga & Bruno Mars,2,1,2,False,36
2025-05-03,Ordinary,Alex Warren,3,3,5,False,11
2025-05-03,Nokia,Drake,4,2,3,False,10
2025-05-03,A Bar Song (Tipsy),Shaboozey,5,1,6,False,54
2025-05-03,Pink Pony Club,Chappell Roan,6,4,4,False,45
2025-05-03,I'm The Problem,Morgan Wallen,7,2,10,False,12
2025-05-03,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,8,8,0,True,1
2025-05-03,Lose Control,Teddy Swims,9,1,7,False,88
2025-05-03,Beautiful Things,Benson Boone,10,2,9,False,65
2025-05-03,All The Way,BigXthaPlug Featuring Bailey Zimmerman,11,4,8,False,3
2025-05-03,Anxiety,Doechii,12,10,14,False,7
2025-05-03,Birds Of A Feather,Billie Eilish,13,2,12,False,49
2025-05-03,Just In Case,Morgan Wallen,14,4,11,False,5
2025-05-03,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,17,False,50
2025-05-03,APT.,ROSE & Bruno Mars,16,3,13,False,27
2025-05-03,Love Somebody,Morgan Wallen,17,1,20,False,27
2025-05-03,Mutt,Leon Thomas,18,16,16,False,12
2025-05-03,Espresso,Sabrina Carpenter,19,3,15,False,54
2025-05-03,That's So True,Gracie Abrams,20,6,18,False,27
2025-05-03,Not Like Us,Kendrick Lamar,21,1,19,False,50
2025-05-03,Messy,Lola Young,22,14,22,False,21
2025-05-03,TV Off,Kendrick Lamar Featuring Lefty Gunplay,23,2,21,False,22
2025-05-03,30 For 30,SZA With Kendrick Lamar,24,10,25,False,18
2025-05-03,Sports Car,Tate McRae,25,16,23,False,13
2025-05-03,Abracadabra,Lady Gaga,26,13,26,False,12
2025-05-03,Squabble Up,Kendrick Lamar,27,1,24,False,22
2025-05-03,Stargazing,Myles Smith,28,19,31,False,49
2025-05-03,No One Noticed,The Marias,29,22,30,False,30
2025-05-03,Bad Dreams,Teddy Swims,30,30,32,False,21
2025-05-03,I Never Lie,Zach Top,31,29,29,False,31
2025-05-03,Timeless,The Weeknd & Playboi Carti,32,3,27,False,30
2025-05-03,Taste,Sabrina Carpenter,33,2,28,False,35
2025-05-03,Sorry I'm Here For Someone Else,Benson Boone,34,34,36,False,8
2025-05-03,Blue Strips,Jessie Murph,35,35,81,False,2
2025-05-03,Worst Way,Riley Green,36,36,38,False,15
2025-05-03,Good News,Shaboozey,37,34,34,False,22
2025-05-03,Sailor Song,Gigi Perez,38,22,35,False,36
2025-05-03,Weren't For The Wind,Ella Langley,39,39,52,False,12
2025-05-03,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,40,40,63,False,10
2025-05-03,I'm A Little Crazy,Morgan Wallen,41,17,37,False,5
2025-05-03,Azizam,Ed Sheeran,42,28,39,False,3
2025-05-03,Wildflower,Billie Eilish,43,17,44,False,45
2025-05-03,Cry For Me,The Weeknd,44,12,43,False,12
2025-05-03,Dark Thoughts,Lil Tecca,45,28,41,False,6
2025-05-03,Residuals,Chris Brown,46,40,46,False,33
2025-05-03,Denial Is A River,Doechii,47,21,42,False,16
2025-05-03,DTMF,Bad Bunny,48,2,45,False,16
2025-05-03,Indigo,Sam Barber Featuring Avery Anna,49,40,40,False,20
2025-05-03,Am I Okay?,Megan Moroney,50,50,50,False,33
2025-05-03,Back To Friends,sombr,51,51,56,False,4
2025-05-03,Me Jalo,Fuerza Regida & Grupo Frontera,52,48,48,False,10
2025-05-03,Love Me Not,Ravyn Lenae,53,53,70,False,4
